"module name","name","version","description","licenses","licenseFile","licenseModified"
"send@0.18.0","send","0.18.0","Better streaming static file server with Range and conditional-GET support","MIT","node_modules/send/LICENSE",""
"seq-queue@0.0.5","seq-queue","0.0.5","A simple tool to keep requests to be executed in order.","MIT*","node_modules/seq-queue/LICENSE",""
"serve-static@1.15.0","serve-static","1.15.0","Serve static files","MIT","node_modules/serve-static/LICENSE",""
"setprototypeof@1.2.0","setprototypeof","1.2.0","A small polyfill for Object.setprototypeof","ISC","node_modules/setprototypeof/LICENSE",""
"side-channel@1.0.4","side-channel","1.0.4","Store information about any JS value in a side channel. Uses WeakMap if available.","MIT","node_modules/side-channel/LICENSE",""
"simple-update-notifier@1.1.0","simple-update-notifier","1.1.0","Simple update notifier to check for npm updates for cli applications","MIT","node_modules/simple-update-notifier/LICENSE",""
"slide@1.1.6","slide","1.1.6","A flow control lib small enough to fit on in a slide presentation. Derived live at Oak.JS","ISC","node_modules/slide/LICENSE",""
"source-map-js@1.0.2","source-map-js","1.0.2","Generates and consumes source maps","BSD-3-Clause","node_modules/source-map-js/LICENSE",""
"source-map@0.5.7","source-map","0.5.7","Generates and consumes source maps","BSD-3-Clause","node_modules/source-map/LICENSE",""
"spdx-compare@1.0.0","spdx-compare","1.0.0","compare SPDX license expressions","MIT","node_modules/spdx-compare/LICENSE.md",""
"spdx-correct@3.1.1","spdx-correct","3.1.1","correct invalid SPDX expressions","Apache-2.0","node_modules/spdx-correct/LICENSE",""
"spdx-exceptions@2.3.0","spdx-exceptions","2.3.0","list of SPDX standard license exceptions","CC-BY-3.0","node_modules/spdx-exceptions/README.md",""
"spdx-expression-parse@3.0.1","spdx-expression-parse","3.0.1","parse SPDX license expressions","MIT","node_modules/spdx-expression-parse/LICENSE",""
"spdx-license-ids@3.0.12","spdx-license-ids","3.0.12","A list of SPDX license identifiers","CC0-1.0","node_modules/spdx-license-ids/README.md",""
"spdx-ranges@2.1.1","spdx-ranges","2.1.1","list of SPDX standard license ranges","(MIT AND CC-BY-3.0)","node_modules/spdx-ranges/LICENSE.md",""
"spdx-satisfies@4.0.1","spdx-satisfies","4.0.1","test whether SPDX expressions satisfy licensing criteria","MIT","node_modules/spdx-satisfies/LICENSE",""
"sprintf-js@1.0.3","sprintf-js","1.0.3","JavaScript sprintf implementation","BSD-3-Clause","node_modules/sprintf-js/LICENSE",""
"sqlstring@2.3.3","sqlstring","2.3.3","Simple SQL escape and format for MySQL","MIT","node_modules/sqlstring/LICENSE",""
"standard-as-callback@2.1.0","standard-as-callback","2.1.0","A performant and standard (Bluebird) library that registers a node-style callback on a promise","MIT","node_modules/standard-as-callback/LICENSE",""
"statuses@2.0.1","statuses","2.0.1","HTTP status utility","MIT","node_modules/statuses/LICENSE",""
"string_decoder@1.3.0","string_decoder","1.3.0","The string_decoder module from Node core","MIT","node_modules/string_decoder/LICENSE",""
"styled-jsx@5.1.0","styled-jsx","5.1.0","Full CSS support for JSX without compromises","MIT","node_modules/styled-jsx/license.md",""
"stylis@4.1.3","stylis","4.1.3","A Light–weight CSS Preprocessor","MIT","node_modules/stylis/LICENSE",""
"supports-color@5.5.0","supports-color","5.5.0","Detect whether a terminal supports color","MIT","node_modules/supports-color/license",""
"supports-preserve-symlinks-flag@1.0.0","supports-preserve-symlinks-flag","1.0.0","Determine if the current node version supports the `--preserve-symlinks` flag.","MIT","node_modules/supports-preserve-symlinks-flag/LICENSE",""
"swagger-client@3.18.5","swagger-client","3.18.5","SwaggerJS - a collection of interfaces for OAI specs","Apache-2.0","node_modules/swagger-client/LICENSE",""
"swagger-ui-dist@4.15.5","swagger-ui-dist","4.15.5","[![NPM version](https://badge.fury.io/js/swagger-ui-dist.svg)](http://badge.fury.io/js/swagger-ui-dist)","Apache-2.0","node_modules/swagger-ui-dist/LICENSE",""
"swagger-ui-express@4.6.0","swagger-ui-express","4.6.0","Swagger UI Express","MIT","node_modules/swagger-ui-express/LICENSE",""
"tailwindcss@3.2.4","tailwindcss","3.2.4","A utility-first CSS framework for rapidly building custom user interfaces.","MIT","node_modules/tailwindcss/LICENSE",""
"tarn@3.0.2","tarn","3.0.2","Simple and robust resource pool for node.js","MIT","node_modules/tarn/LICENSE",""
"to-fast-properties@2.0.0","to-fast-properties","2.0.0","Force V8 to use fast properties for an object","MIT","node_modules/to-fast-properties/license",""
"to-regex-range@5.0.1","to-regex-range","5.0.1","Pass two numbers, get a regex-compatible source string for matching ranges. Validated against more than 2.78 million test assertions.","MIT","node_modules/to-regex-range/LICENSE",""
"toidentifier@1.0.1","toidentifier","1.0.1","Convert a string of words to a JavaScript identifier","MIT","node_modules/toidentifier/LICENSE",""
"token-stream@1.0.0","token-stream","1.0.0","Take an array of token and produce a more useful API to give to a parser","MIT","node_modules/token-stream/LICENSE",""
"touch@3.1.0","touch","3.1.0","like touch(1) in node","ISC","node_modules/touch/LICENSE",""
"tough-cookie@4.1.2","tough-cookie","4.1.2","RFC6265 Cookies and Cookie Jar for node.js","BSD-3-Clause","node_modules/tough-cookie/LICENSE",""
"tr46@0.0.3","tr46","0.0.3","An implementation of the Unicode TR46 spec","MIT","",""
"traverse@0.6.7","traverse","0.6.7","traverse and transform objects by visiting every node on a recursive walk","MIT","node_modules/traverse/LICENSE",""
"treeify@1.1.0","treeify","1.1.0","converts a JS object into a nice and readable tree structure for the console","MIT","node_modules/treeify/LICENSE",""
"ts-node@10.9.1","ts-node","10.9.1","TypeScript execution environment and REPL for node.js, with source map support","MIT","node_modules/ts-node/LICENSE",""
"tslib@1.14.1","tslib","1.14.1","Runtime library for TypeScript helper functions","0BSD","node_modules/rxjs/node_modules/tslib/LICENSE.txt",""
"tslib@2.4.1","tslib","2.4.1","Runtime library for TypeScript helper functions","0BSD","node_modules/tslib/LICENSE.txt",""
"type-is@1.6.18","type-is","1.6.18","Infer the content-type of a request.","MIT","node_modules/type-is/LICENSE",""
"typescript@4.9.4","typescript","4.9.4","TypeScript is a language for application scale JavaScript development","Apache-2.0","node_modules/typescript/LICENSE.txt",""
"uid-safe@2.1.5","uid-safe","2.1.5","URL and cookie safe UIDs","MIT","node_modules/uid-safe/LICENSE",""
"undefsafe@2.0.5","undefsafe","2.0.5","Undefined safe way of extracting object properties","MIT","node_modules/undefsafe/LICENSE",""
"universalify@0.2.0","universalify","0.2.0","Make a callback- or promise-based function support both promises and callbacks.","MIT","node_modules/universalify/LICENSE",""
"unpipe@1.0.0","unpipe","1.0.0","Unpipe a stream from all destinations","MIT","node_modules/unpipe/LICENSE",""
"update-browserslist-db@1.0.10","update-browserslist-db","1.0.10","CLI tool to update caniuse-lite to refresh target browsers from Browserslist config","MIT","node_modules/update-browserslist-db/LICENSE",""
"uri-js@4.4.1","uri-js","4.4.1","An RFC 3986/3987 compliant, scheme extendable URI/IRI parsing/validating/resolving library for JavaScript.","BSD-2-Clause","node_modules/uri-js/LICENSE",""
"url-parse@1.5.10","url-parse","1.5.10","Small footprint URL parser that works seamlessly across Node.js and browser environments","MIT","node_modules/url-parse/LICENSE",""
"url-pattern@1.0.3","url-pattern","1.0.3","easier than regex string matching patterns for urls and other strings. turn strings into data or data into strings.","MIT","node_modules/url-pattern/LICENSE",""
"url@0.11.0","url","0.11.0","The core `url` packaged standalone for use with Browserify.","MIT","node_modules/url/LICENSE",""
"use-sync-external-store@1.2.0","use-sync-external-store","1.2.0","Backwards compatible shim for React's useSyncExternalStore. Works with any React that supports hooks.","MIT","node_modules/use-sync-external-store/LICENSE",""
"util-deprecate@1.0.2","util-deprecate","1.0.2","The Node.js `util.deprecate()` function with browser support","MIT","node_modules/util-deprecate/LICENSE",""
"util-extend@1.0.3","util-extend","1.0.3","Node's internal object extension function","MIT","node_modules/util-extend/LICENSE",""
"utils-merge@1.0.1","utils-merge","1.0.1","merge() utility function","MIT","node_modules/utils-merge/LICENSE",""
"uuid@8.3.2","uuid","8.3.2","RFC4122 (v1, v4, and v5) UUIDs","MIT","node_modules/clm-core/node_modules/uuid/LICENSE.md",""
"uuid@9.0.0","uuid","9.0.0","RFC4122 (v1, v4, and v5) UUIDs","MIT","node_modules/uuid/LICENSE.md",""
"v8-compile-cache-lib@3.0.1","v8-compile-cache-lib","3.0.1","Require hook for automatic V8 compile cache persistence","MIT","node_modules/v8-compile-cache-lib/LICENSE",""
"validate-npm-package-license@3.0.4","validate-npm-package-license","3.0.4","Give me a string and I'll tell you if it's a valid npm package license string","Apache-2.0","node_modules/validate-npm-package-license/LICENSE",""
"validator@13.7.0","validator","13.7.0","String validation and sanitization","MIT","node_modules/validator/LICENSE",""
"vary@1.1.2","vary","1.1.2","Manipulate the HTTP Vary header","MIT","node_modules/vary/LICENSE",""
"void-elements@3.1.0","void-elements","3.1.0","Array of "void elements" defined by the HTML specification.","MIT","node_modules/void-elements/LICENSE",""
"web-streams-polyfill@4.0.0-beta.3","web-streams-polyfill","4.0.0-beta.3","Web Streams, based on the WHATWG spec reference implementation","MIT","node_modules/web-streams-polyfill/LICENSE",""
"webidl-conversions@3.0.1","webidl-conversions","3.0.1","Implements the WebIDL algorithms for converting to and from JavaScript values","BSD-2-Clause","node_modules/webidl-conversions/LICENSE.md",""
"whatwg-url@5.0.0","whatwg-url","5.0.0","An implementation of the WHATWG URL Standard's URL API and parsing machinery","MIT","node_modules/whatwg-url/LICENSE.txt",""
"with@7.0.2","with","7.0.2","Compile time `with` for strict mode JavaScript","MIT","node_modules/with/LICENSE",""
"wrappy@1.0.2","wrappy","1.0.2","Callback wrapping utility","ISC","node_modules/wrappy/LICENSE",""
"xtend@4.0.2","xtend","4.0.2","extend like a boss","MIT","node_modules/xtend/LICENSE",""
"yallist@2.1.2","yallist","2.1.2","Yet Another Linked List","ISC","node_modules/named-placeholders/node_modules/yallist/LICENSE",""
"yallist@4.0.0","yallist","4.0.0","Yet Another Linked List","ISC","node_modules/yallist/LICENSE",""
"yaml@1.10.2","yaml","1.10.2","JavaScript parser and stringifier for YAML","ISC","node_modules/yaml/LICENSE",""
"yamljs@0.3.0","yamljs","0.3.0","Standalone JavaScript YAML 1.2 Parser & Encoder. Works under node.js and all major browsers. Also brings command line YAML/JSON conversion tools.","MIT","node_modules/yamljs/LICENSE",""
"yn@3.1.1","yn","3.1.1","Parse yes/no like values","MIT","node_modules/yn/license",""
"zustand@4.1.5","zustand","4.1.5","🐻 Bear necessities for state management in React","MIT","node_modules/zustand/LICENSE",""
